Pressure(Pa),Temperature(K),Xe_mole_frac,Kr_mole_frac,Xe_uptake,Kr_uptake,Xe_Error,Kr_Error,P-bar
10000000.05,400,0.596,0.404,844.5114441,174.053988,2.256347788,0.568976927,100
10000000.05,400,0.692,0.308,920.894927,127.4468888,1.412879707,0.323329775,100
10000000.05,400,0.788,0.212,989.7262151,84.45320103,1.487219882,0.331937113,100
10000000.05,400,0.884,0.116,1052.027277,44.68917309,0.590839461,0.183471441,100
10000000.05,400,0.98,0.02,1110.486853,7.527122013,2.120008358,0.04764914,100
11000000.05,200,0.02,0.98,94.87974793,1497.997652,5.439218488,5.00113262,110
11000000.05,200,0.116,0.884,408.91833,1266.920276,8.576061431,9.730397782,110
11000000.05,200,0.212,0.788,616.3275872,1115.046793,7.496725227,7.13509981,110
11000000.05,200,0.308,0.692,780.8432888,990.5902559,7.371658601,4.062583223,110
11000000.05,200,0.404,0.596,927.0498575,880.4119574,4.401926967,4.705783717,110
11000000.05,200,0.5,0.5,1066.235348,775.1449329,6.772399514,5.313346772,110
11000000.05,200,0.596,0.404,1205.399051,669.467904,2.427390422,2.625665317,110
11000000.05,200,0.692,0.308,1349.673495,555.2880788,6.622316513,9.183125499,110
11000000.05,200,0.788,0.212,1505.716806,426.5153425,7.608294229,3.081297399,110
11000000.05,200,0.884,0.116,1692.812932,267.0382817,2.4478272,6.450383028,110
11000000.05,200,0.98,0.02,1928.45866,57.58351638,3.733751165,0.696699595,110
11000000.05,220,0.02,0.98,92.34132206,1445.068403,1.75980716,3.832758871,110
11000000.05,220,0.116,0.884,405.6723454,1215.239726,4.324142688,3.316536534,110
11000000.05,220,0.212,0.788,607.8736742,1066.133669,4.813642046,6.294397765,110
11000000.05,220,0.308,0.692,768.5759171,945.7479632,5.30342172,4.164534413,110
11000000.05,220,0.404,0.596,913.2725136,833.8914621,5.87069715,5.175859029,110
11000000.05,220,0.5,0.5,1047.624639,729.0006734,4.108481376,5.060728416,110
11000000.05,220,0.596,0.404,1179.949648,621.2205098,2.564752137,5.406572906,110
11000000.05,220,0.692,0.308,1319.291611,507.0128384,6.559354329,5.046896704,110
11000000.05,220,0.788,0.212,1468.221432,377.3266143,3.672292313,4.890231212,110
11000000.05,220,0.884,0.116,1634.423629,228.0688063,4.006156006,1.994882872,110
11000000.05,220,0.98,0.02,1838.309771,47.15534766,10.26125142,0.999968533,110
11000000.05,240,0.02,0.98,100.3568568,1370.599476,1.82666839,3.77614647,110
11000000.05,240,0.116,0.884,420.2317265,1136.812393,2.960386039,1.773894702,110
11000000.05,240,0.212,0.788,621.5551594,986.0423682,3.148558042,4.208056986,110
11000000.05,240,0.308,0.692,774.1351558,869.0780591,1.446452122,3.298022593,110
11000000.05,240,0.404,0.596,908.9331476,763.4856598,3.256496883,2.715890376,110
11000000.05,240,0.5,0.5,1035.13801,658.7999252,3.533098784,0.798547671,110
11000000.05,240,0.596,0.404,1159.764364,554.1064325,3.873082099,4.413116511,110
11000000.05,240,0.692,0.308,1285.956583,445.8771966,5.909634236,1.130230385,110
11000000.05,240,0.788,0.212,1417.738076,325.6208333,5.918294283,1.888814195,110
11000000.05,240,0.884,0.116,1560.844822,193.3996504,8.811076033,3.031385595,110
11000000.05,240,0.98,0.02,1715.203646,37.38752237,6.207316742,0.873122929,110
11000000.05,260,0.02,0.98,102.3680459,1282.648925,1.982308092,3.398120651,110
11000000.05,260,0.116,0.884,443.3931634,1032.409484,1.816595329,1.299209912,110
11000000.05,260,0.212,0.788,650.513162,877.038183,3.490980035,3.152167237,110
11000000.05,260,0.308,0.692,798.8620507,760.8275056,1.506456261,2.046482161,110
11000000.05,260,0.404,0.596,919.4355838,664.399943,3.078428554,2.803131358,110
11000000.05,260,0.5,0.5,1031.492935,569.9456699,3.01542669,5.08611201,110
11000000.05,260,0.596,0.404,1141.144049,477.5431683,2.550554173,3.742581536,110
11000000.05,260,0.692,0.308,1250.071787,377.0151453,1.260706531,3.801171103,110
11000000.05,260,0.788,0.212,1363.912008,272.1843264,1.727607486,1.877097223,110
11000000.05,260,0.884,0.116,1483.560001,157.6208883,4.271448456,1.427396242,110
11000000.05,260,0.98,0.02,1601.615701,28.82385581,13.7341851,0.636450208,110
11000000.05,280,0.02,0.98,97.43279816,1184.933647,1.18411799,2.231041711,110
11000000.05,280,0.116,0.884,435.287956,937.9586226,1.69053021,2.812888964,110
11000000.05,280,0.212,0.788,654.694319,773.5539749,2.809667288,3.024836504,110
11000000.05,280,0.308,0.692,812.6952874,652.1896679,3.225091399,2.736201919,110
11000000.05,280,0.404,0.596,936.5733567,552.964391,3.936853715,3.63828454,110
11000000.05,280,0.5,0.5,1038.778011,468.6841205,3.262574543,3.187988057,110
11000000.05,280,0.596,0.404,1130.103741,388.7329856,1.949312587,2.37810666,110
11000000.05,280,0.692,0.308,1221.217756,306.2007758,3.017277205,2.360123471,110
11000000.05,280,0.788,0.212,1314.166247,218.9430027,3.404792229,0.973546684,110
11000000.05,280,0.884,0.116,1410.113356,124.4974403,2.676267388,1.450364977,110
11000000.05,280,0.98,0.02,1507.640222,22.3312349,6.043423918,0.180270143,110
11000000.05,300,0.02,0.98,90.01588553,1085.407153,0.527783306,0.787505515,110
11000000.05,300,0.116,0.884,412.9630924,853.4792032,1.064860295,2.433320461,110
11000000.05,300,0.212,0.788,629.9975682,694.9799293,2.827239721,3.32753592,110
11000000.05,300,0.308,0.692,792.7427722,570.8149986,2.484910975,2.834746374,110
11000000.05,300,0.404,0.596,920.7780949,471.5510868,2.497028393,1.013850474,110
11000000.05,300,0.5,0.5,1025.426538,387.3483113,2.183796973,3.522347173,110
11000000.05,300,0.596,0.404,1115.834052,312.5679501,1.740910702,2.577592972,110
11000000.05,300,0.692,0.308,1197.4606,241.4484324,2.413983381,1.587050078,110
11000000.05,300,0.788,0.212,1276.332178,171.4419324,1.697222917,0.662225019,110
11000000.05,300,0.884,0.116,1354.014055,97.61814451,3.659975719,0.677743184,110
11000000.05,300,0.98,0.02,1431.945224,17.28235762,3.276764154,0.112989568,110
11000000.05,320,0.02,0.98,81.29371456,987.370744,0.325591567,2.785601562,110
11000000.05,320,0.116,0.884,382.8776843,779.035525,0.777777993,1.021236464,110
11000000.05,320,0.212,0.788,594.7040961,628.3538883,1.357500677,1.623355467,110
11000000.05,320,0.308,0.692,754.3256012,512.5418899,2.634557206,3.250476931,110
11000000.05,320,0.404,0.596,880.8511958,417.1597037,2.124387345,2.606469522,110
11000000.05,320,0.5,0.5,986.8331959,335.3516689,3.475547132,0.557916277,110
11000000.05,320,0.596,0.404,1078.518212,263.7164591,1.489093793,1.490263921,110
11000000.05,320,0.692,0.308,1159.51442,197.6844016,1.088222992,0.346795888,110
11000000.05,320,0.788,0.212,1232.119309,136.2564611,1.873009572,0.841194939,110
11000000.05,320,0.884,0.116,1302.596015,75.5773208,1.810877826,0.218126781,110
11000000.05,320,0.98,0.02,1371.634594,13.42307522,2.758711252,0.129127786,110
11000000.05,340,0.02,0.98,73.13294006,894.9117533,0.416812681,1.125561466,110
11000000.05,340,0.116,0.884,352.2834894,709.0115692,1.973757306,3.092658138,110
11000000.05,340,0.212,0.788,553.3365209,572.7998733,1.155635445,1.404409972,110
11000000.05,340,0.308,0.692,708.4045311,464.7573006,2.372843691,1.175022024,110
11000000.05,340,0.404,0.596,833.0170745,376.0486319,1.598929937,1.839810315,110
11000000.05,340,0.5,0.5,938.5575762,300.6405705,0.788928711,1.530103666,110
11000000.05,340,0.596,0.404,1029.610082,233.2366188,0.734421421,1.416540581,110
11000000.05,340,0.692,0.308,1109.005994,172.1527731,0.981070628,1.203668798,110
11000000.05,340,0.788,0.212,1181.220231,116.22157,2.514404139,0.552310357,110
11000000.05,340,0.884,0.116,1248.31065,62.80851064,2.213017965,0.19211098,110
11000000.05,340,0.98,0.02,1311.54002,10.8686863,0.745758342,0.028545095,110
11000000.05,360,0.02,0.98,65.07369501,808.246007,0.244519819,1.05298938,110
11000000.05,360,0.116,0.884,319.4166848,647.6986329,1.237656734,1.482613424,110
11000000.05,360,0.212,0.788,508.8672241,525.4164048,1.583001658,1.250204523,110
11000000.05,360,0.308,0.692,658.3518207,427.0526984,1.831593497,1.262822793,110
11000000.05,360,0.404,0.596,780.3151295,345.5908192,2.398789842,1.558783243,110
11000000.05,360,0.5,0.5,885.1601193,274.3449718,1.839738944,0.807939011,110
11000000.05,360,0.596,0.404,974.3214699,211.8553939,1.644390099,0.727433045,110
11000000.05,360,0.692,0.308,1053.128012,155.6407411,0.393272819,0.651105932,110
11000000.05,360,0.788,0.212,1124.651593,103.7469981,1.037973789,0.768271484,110
11000000.05,360,0.884,0.116,1189.325465,55.60437366,1.888829389,0.33077491,110
11000000.05,360,0.98,0.02,1250.489355,9.422206535,1.304820887,0.01799687,110
11000000.05,380,0.02,0.98,57.27614194,729.8484074,0.562400553,1.388418117,110
11000000.05,380,0.116,0.884,286.8902833,591.8723553,0.561563046,1.502675086,110
11000000.05,380,0.212,0.788,464.160356,483.7107781,1.171657189,0.848321526,110
11000000.05,380,0.308,0.692,607.5872104,394.2087344,1.396614012,0.540464867,110
11000000.05,380,0.404,0.596,725.8752729,319.1249222,2.468225572,1.005909946,110
11000000.05,380,0.5,0.5,827.7952815,253.8366948,2.046966862,0.656248367,110
11000000.05,380,0.596,0.404,916.2219681,195.802409,0.96035415,0.392640352,110
11000000.05,380,0.692,0.308,994.4884667,143.1710528,2.284617996,0.516592266,110
11000000.05,380,0.788,0.212,1064.479773,95.28894981,1.873359825,0.491482666,110
11000000.05,380,0.884,0.116,1128.595912,50.75379683,0.927738985,0.319065531,110
11000000.05,380,0.98,0.02,1188.99928,8.548479282,0.957344939,0.049130092,110
11000000.05,400,0.02,0.98,50.08434682,659.3890772,0.253399376,1.121433749,110
11000000.05,400,0.116,0.884,256.5579704,541.2566467,0.891359537,0.766362164,110
11000000.05,400,0.212,0.788,420.721005,445.6140429,0.788432126,0.580796603,110
11000000.05,400,0.308,0.692,556.0566253,365.6469067,1.684271005,1.155602052,110
11000000.05,400,0.404,0.596,670.3659114,296.333757,1.328128677,0.851553756,110
11000000.05,400,0.5,0.5,768.991694,236.1928038,1.495552232,0.860807414,110
11000000.05,400,0.596,0.404,856.3820315,182.3503966,1.208457147,0.718520067,110
11000000.05,400,0.692,0.308,932.7729216,133.4309525,1.436116401,0.398152393,110
11000000.05,400,0.788,0.212,1002.601705,88.78630218,1.569935264,0.557396897,110
11000000.05,400,0.884,0.116,1067.840881,47.02988379,1.200488987,0.251369132,110
11000000.05,400,0.98,0.02,1126.001973,7.926961244,2.127489538,0.045799813,110
12000000.04,200,0.02,0.98,94.94264083,1500.001731,7.701633269,6.921344827,120
12000000.04,200,0.116,0.884,408.4066129,1268.347828,3.982736424,3.300953323,120
12000000.04,200,0.212,0.788,610.0368319,1120.721968,3.602352335,3.492832829,120
12000000.04,200,0.308,0.692,778.3756785,995.9334754,6.021922592,4.694762423,120
12000000.04,200,0.404,0.596,925.5032293,884.8150725,5.090439314,6.619811173,120
12000000.04,200,0.5,0.5,1064.58483,777.9522065,4.271500511,8.577399848,120
12000000.04,200,0.596,0.404,1206.168608,669.0520116,5.370625642,5.307255211,120
12000000.04,200,0.692,0.308,1351.541669,553.7961064,5.179974371,6.754712537,120
12000000.04,200,0.788,0.212,1507.38005,428.6123641,5.482975886,6.551039595,120
12000000.04,200,0.884,0.116,1692.02091,267.7846748,5.29568063,3.718230739,120
12000000.04,200,0.98,0.02,1926.484832,57.71199346,5.241930692,0.832676171,120
12000000.04,220,0.02,0.98,91.16594653,1447.838981,3.102126083,2.147241303,120
12000000.04,220,0.116,0.884,398.3490667,1223.898915,6.919942336,4.094382915,120
12000000.04,220,0.212,0.788,603.4041541,1070.708243,3.814732477,2.61208449,120
12000000.04,220,0.308,0.692,766.5219674,949.948639,3.595172995,4.66773406,120
12000000.04,220,0.404,0.596,908.0432049,840.0503786,2.877742745,4.266283999,120
12000000.04,220,0.5,0.5,1045.233596,733.5093027,2.33188323,3.695402671,120
12000000.04,220,0.596,0.404,1181.400906,625.1004864,5.859182211,3.203191941,120
12000000.04,220,0.692,0.308,1321.305622,507.667571,6.47680726,5.35618125,120
12000000.04,220,0.788,0.212,1470.789974,380.0037483,7.057626195,5.246326302,120
12000000.04,220,0.884,0.116,1636.538355,230.4491736,5.420357859,2.239586976,120
12000000.04,220,0.98,0.02,1834.355549,46.90038499,14.96141332,0.831550179,120
12000000.04,240,0.02,0.98,95.56874808,1378.890811,2.051522722,1.381086449,120
12000000.04,240,0.116,0.884,409.8144317,1148.836004,4.561556947,4.486681153,120
12000000.04,240,0.212,0.788,609.7262202,1000.167037,4.52467199,5.918393428,120
12000000.04,240,0.308,0.692,765.4498306,879.7252571,5.649105283,5.796970685,120
12000000.04,240,0.404,0.596,902.4924858,771.7804925,2.657548361,1.688850065,120
12000000.04,240,0.5,0.5,1032.950949,665.6688338,6.209111326,4.334302272,120
12000000.04,240,0.596,0.404,1157.437544,560.4932967,5.290647291,7.383553001,120
12000000.04,240,0.692,0.308,1284.290762,448.98425,3.400928289,2.637441896,120
12000000.04,240,0.788,0.212,1420.981374,330.3776889,3.76806086,2.271144972,120
12000000.04,240,0.884,0.116,1561.89954,193.7183581,5.428892006,2.343165612,120
12000000.04,240,0.98,0.02,1723.887885,37.73443992,14.47272423,0.879879406,120
12000000.04,260,0.02,0.98,97.61938767,1293.970043,0.884679043,3.451482528,120
12000000.04,260,0.116,0.884,426.3279424,1053.531001,2.471409394,2.707900328,120
12000000.04,260,0.212,0.788,631.3936929,897.7695414,3.342263826,2.696750097,120
12000000.04,260,0.308,0.692,781.6365859,779.8332466,2.984089245,3.793141668,120
12000000.04,260,0.404,0.596,908.6100007,678.9080859,3.154396656,2.522811205,120
12000000.04,260,0.5,0.5,1024.53901,581.9018656,3.024927939,2.809147803,120
12000000.04,260,0.596,0.404,1137.441725,484.7519983,0.427608643,2.961448564,120
12000000.04,260,0.692,0.308,1249.087396,384.4497236,3.015202163,4.191735478,120
12000000.04,260,0.788,0.212,1364.473133,276.2086254,3.741810822,2.793742388,120
12000000.04,260,0.884,0.116,1484.349499,159.5544865,5.656719853,1.752348682,120
12000000.04,260,0.98,0.02,1607.191274,29.39208851,9.193874386,0.225935689,120
12000000.04,280,0.02,0.98,93.78484709,1200.928308,1.249263919,2.035409023,120
12000000.04,280,0.116,0.884,421.7555634,960.6916536,3.679546245,1.264234857,120
12000000.04,280,0.212,0.788,637.1764483,796.0343118,4.463959087,2.177700852,120
12000000.04,280,0.308,0.692,796.1809356,674.7228745,1.650286114,2.260094593,120
12000000.04,280,0.404,0.596,918.9357778,574.9173294,3.986296669,2.483879651,120
12000000.04,280,0.5,0.5,1023.697742,487.4210105,3.205346201,2.368704288,120
12000000.04,280,0.596,0.404,1122.837901,403.8976794,2.298985188,2.63073146,120
12000000.04,280,0.692,0.308,1218.635918,316.5362796,1.347251019,2.657155755,120
12000000.04,280,0.788,0.212,1315.621846,225.2752654,3.381755298,2.39295505,120
12000000.04,280,0.884,0.116,1411.998895,127.3498946,1.67398979,1.279933624,120
12000000.04,280,0.98,0.02,1512.040934,22.76094648,5.183921824,0.40005027,120
12000000.04,300,0.02,0.98,87.59052036,1103.132661,0.826860399,2.275738844,120
12000000.04,300,0.116,0.884,403.8120396,875.0457925,3.818955581,3.735750046,120
12000000.04,300,0.212,0.788,617.603651,715.7392725,3.113482722,1.788939217,120
12000000.04,300,0.308,0.692,778.8218165,593.1031307,3.138421551,3.839500163,120
12000000.04,300,0.404,0.596,906.298266,492.8176885,2.951530566,2.520991859,120
12000000.04,300,0.5,0.5,1014.099711,406.1918412,2.005319727,1.862302574,120
12000000.04,300,0.596,0.404,1106.720252,327.8466784,2.634387192,1.776078001,120
12000000.04,300,0.692,0.308,1191.647348,254.6863683,3.398479359,2.186787266,120
12000000.04,300,0.788,0.212,1272.857657,179.4563461,1.937710762,1.303004414,120
12000000.04,300,0.884,0.116,1356.105447,101.3039248,3.559878132,0.882354853,120
12000000.04,300,0.98,0.02,1439.141279,17.96857311,3.545403806,0.195614738,120
12000000.04,320,0.02,0.98,79.7646682,1008.725266,0.526732926,2.488340211,120
12000000.04,320,0.116,0.884,377.7213617,799.4790526,2.035947846,3.113909373,120
12000000.04,320,0.212,0.788,587.1739599,648.2476434,1.680665105,1.802078464,120
12000000.04,320,0.308,0.692,746.2691779,531.761084,0.787751538,1.731369891,120
12000000.04,320,0.404,0.596,874.127516,435.1691629,2.240227706,1.947713065,120
12000000.04,320,0.5,0.5,980.7618061,350.91757,1.513838217,1.458538179,120
12000000.04,320,0.596,0.404,1073.82949,277.3771278,1.708940805,1.406400053,120
12000000.04,320,0.692,0.308,1156.437199,209.3542384,2.065927129,1.190914003,120
12000000.04,320,0.788,0.212,1232.271794,144.3143758,1.244069499,0.819933459,120
12000000.04,320,0.884,0.116,1305.899574,80.38074261,3.282497134,0.412569008,120
12000000.04,320,0.98,0.02,1376.99129,14.24585496,3.101020469,0.153886072,120
12000000.04,340,0.02,0.98,72.3786865,917.9385204,0.45787341,2.170297812,120
12000000.04,340,0.116,0.884,348.3273686,731.624955,1.117140469,2.259464072,120
12000000.04,340,0.212,0.788,549.6605692,592.2392051,1.103792227,2.325733394,120
12000000.04,340,0.308,0.692,704.700823,482.363336,1.69586489,2.420278617,120
12000000.04,340,0.404,0.596,830.8189703,391.8638849,1.894154397,1.41819861,120
12000000.04,340,0.5,0.5,937.3969336,313.5007813,2.156821925,0.651130048,120
12000000.04,340,0.596,0.404,1028.992467,243.9572941,1.524384597,1.689837084,120
12000000.04,340,0.692,0.308,1110.047335,181.0601362,0.594600111,0.701528795,120
12000000.04,340,0.788,0.212,1184.396458,122.5662145,1.445927302,1.103466329,120
12000000.04,340,0.884,0.116,1253.388262,66.87295114,1.541531909,0.484010403,120
12000000.04,340,0.98,0.02,1319.748059,11.61204889,0.475881851,0.132143371,120
12000000.04,360,0.02,0.98,64.9597118,832.8406828,0.496485511,1.68753819,120
12000000.04,360,0.116,0.884,318.615031,668.7566303,0.741662603,1.05819039,120
12000000.04,360,0.212,0.788,509.2483257,542.9260001,1.14311531,1.951724396,120
12000000.04,360,0.308,0.692,658.9590438,442.7891577,2.047570627,0.875799943,120
12000000.04,360,0.404,0.596,782.1843347,358.8341581,1.588404628,1.267643486,120
12000000.04,360,0.5,0.5,886.2403415,286.1462468,1.560238597,0.996448561,120
12000000.04,360,0.596,0.404,977.7990837,220.8868874,1.595594813,1.206245315,120
12000000.04,360,0.692,0.308,1057.354561,162.874127,1.423239506,1.052442284,120
12000000.04,360,0.788,0.212,1130.439043,109.2247384,1.310893274,0.270345645,120
12000000.04,360,0.884,0.116,1197.597184,58.47625803,1.631699667,0.141599586,120
12000000.04,360,0.98,0.02,1259.267256,9.989001893,0.621172336,0.10089226,120
12000000.04,380,0.02,0.98,57.56287714,754.4927665,0.209002828,1.746576512,120
12000000.04,380,0.116,0.884,288.6616762,612.5783093,1.099221764,0.623159879,120
12000000.04,380,0.212,0.788,466.6044425,501.0239951,1.410616156,0.758257499,120
12000000.04,380,0.308,0.692,610.4537755,409.7169169,1.356833728,0.598567789,120
12000000.04,380,0.404,0.596,730.7296932,330.9995706,1.361068333,0.466922584,120
12000000.04,380,0.5,0.5,833.507981,263.8132975,0.875851597,0.593796039,120
12000000.04,380,0.596,0.404,922.8240406,203.7369899,0.543001377,0.857929135,120
12000000.04,380,0.692,0.308,1001.590372,149.644971,0.45996763,0.664523599,120
12000000.04,380,0.788,0.212,1072.609753,99.63961072,1.277865634,0.384003614,120
12000000.04,380,0.884,0.116,1139.40839,53.19709524,1.572721653,0.443087693,120
12000000.04,380,0.98,0.02,1200.570705,8.985152419,2.811529656,0.06271135,120
12000000.04,400,0.02,0.98,50.88496965,684.7901679,0.238454158,1.895040305,120
12000000.04,400,0.116,0.884,259.3744762,561.333082,0.983656055,0.652472466,120
12000000.04,400,0.212,0.788,425.1713697,462.8005665,1.394903292,1.870092372,120
12000000.04,400,0.308,0.692,562.3482217,379.732594,1.000455021,0.609644509,120
12000000.04,400,0.404,0.596,677.8716826,308.1823083,2.370969855,0.432770525,120
12000000.04,400,0.5,0.5,777.9366762,245.5987321,1.701552587,0.577413746,120
12000000.04,400,0.596,0.404,864.966804,189.7591375,2.031945069,0.712334296,120
12000000.04,400,0.692,0.308,943.5478485,139.3853516,1.636898102,0.901340656,120
12000000.04,400,0.788,0.212,1014.733116,92.66110089,1.179126613,0.417903271,120
12000000.04,400,0.884,0.116,1079.266578,49.18240735,2.14315665,0.219633028,120
12000000.04,400,0.98,0.02,1139.90011,8.299248644,1.521466673,0.068665187,120
13000000.04,200,0.02,0.98,92.79136717,1503.317857,5.469777037,6.838277451,130
13000000.04,200,0.116,0.884,402.8204861,1276.009557,5.067086793,2.762242553,130
13000000.04,200,0.212,0.788,610.317815,1122.092892,4.066133323,3.917515324,130
13000000.04,200,0.308,0.692,774.9153479,1000.917846,1.553453317,4.800252272,130
13000000.04,200,0.404,0.596,926.7320014,883.6303611,5.852454916,4.148046119,130
13000000.04,200,0.5,0.5,1065.364073,781.1439761,5.043966911,8.492293123,130
13000000.04,200,0.596,0.404,1207.241151,671.1573628,3.106506303,2.530779684,130
13000000.04,200,0.692,0.308,1348.987723,558.7354518,2.792986084,4.71302214,130
13000000.04,200,0.788,0.212,1507.3931,429.0404998,7.828347375,10.7145827,130
13000000.04,200,0.884,0.116,1695.405351,268.013523,10.06470089,9.362230229,130
13000000.04,200,0.98,0.02,1934.053822,58.94896848,4.219004844,0.739783971,130
13000000.04,220,0.02,0.98,89.58472457,1452.122538,1.157492478,3.571504141,130
13000000.04,220,0.116,0.884,395.4879823,1228.873968,2.998313265,3.729520792,130
13000000.04,220,0.212,0.788,599.0699433,1077.951621,2.674762096,3.409919237,130
13000000.04,220,0.308,0.692,762.4907983,953.94052,4.82708379,4.169077033,130
13000000.04,220,0.404,0.596,906.9534863,843.2309439,4.391579019,4.679708319,130
13000000.04,220,0.5,0.5,1046.107937,736.43139,2.786723832,5.042772732,130
13000000.04,220,0.596,0.404,1178.778912,628.6884586,3.612122138,6.520598845,130
13000000.04,220,0.692,0.308,1320.556198,511.9289092,2.787430565,4.577207722,130
13000000.04,220,0.788,0.212,1470.008344,383.2873862,4.587540811,7.018544887,130
13000000.04,220,0.884,0.116,1634.874786,232.4226363,7.804509596,4.70641001,130
13000000.04,220,0.98,0.02,1841.168332,47.87147013,9.151327736,0.76808256,130
13000000.04,240,0.02,0.98,90.44197272,1386.405603,3.373072487,2.587587365,130
13000000.04,240,0.116,0.884,402.2922183,1158.845908,3.007719456,5.065050498,130
13000000.04,240,0.212,0.788,599.293677,1010.091826,3.899527909,4.416996851,130
13000000.04,240,0.308,0.692,761.6721053,887.656132,2.439421299,3.141203754,130
13000000.04,240,0.404,0.596,896.0097688,781.0244001,3.551623313,3.6256177,130
13000000.04,240,0.5,0.5,1027.446273,672.9719219,2.749306933,4.578569036,130
13000000.04,240,0.596,0.404,1154.950615,566.1321399,4.723689941,5.312174823,130
13000000.04,240,0.692,0.308,1287.141536,453.6608398,4.257938365,5.185049776,130
13000000.04,240,0.788,0.212,1423.371006,331.9094911,7.66145381,3.561882868,130
13000000.04,240,0.884,0.116,1566.355575,196.3846687,4.210028131,1.689173443,130
13000000.04,240,0.98,0.02,1724.216974,37.95951292,3.530738518,0.470160757,130
13000000.04,260,0.02,0.98,92.29365044,1306.379242,0.600211957,1.918422059,130
13000000.04,260,0.116,0.884,411.7149749,1070.102847,3.871418756,2.360322229,130
13000000.04,260,0.212,0.788,616.3489946,915.2033389,1.14206646,4.402370478,130
13000000.04,260,0.308,0.692,770.6727089,795.9085016,2.458227873,2.843652502,130
13000000.04,260,0.404,0.596,899.2288923,690.2860394,3.666306491,5.89677912,130
13000000.04,260,0.5,0.5,1018.954402,592.2165021,4.18173494,6.228624035,130
13000000.04,260,0.596,0.404,1136.790629,491.0771955,2.126715268,2.816217105,130
13000000.04,260,0.692,0.308,1248.128863,389.1561166,4.955434563,1.254891809,130
13000000.04,260,0.788,0.212,1366.236766,280.3614014,2.926651156,2.506453119,130
13000000.04,260,0.884,0.116,1485.635168,161.1735851,6.150905308,1.215355665,130
13000000.04,260,0.98,0.02,1610.883831,29.8320173,5.432430584,0.586153114,130
13000000.04,280,0.02,0.98,90.5170752,1215.218997,0.991710428,2.615219619,130
13000000.04,280,0.116,0.884,410.977462,978.0942799,2.700155085,3.642620161,130
13000000.04,280,0.212,0.788,622.9329698,816.3263995,1.81512431,3.094770608,130
13000000.04,280,0.308,0.692,779.0162744,695.5210604,1.918310815,1.807342063,130
13000000.04,280,0.404,0.596,905.4171142,594.3650427,3.255756994,3.274139162,130
13000000.04,280,0.5,0.5,1015.79383,501.3759174,1.004196824,3.026516764,130
13000000.04,280,0.596,0.404,1117.427511,414.1720531,1.520964238,2.153693378,130
13000000.04,280,0.692,0.308,1214.826828,323.4547157,2.537780448,3.416027758,130
13000000.04,280,0.788,0.212,1316.244615,230.5117584,5.609849909,2.281080608,130
13000000.04,280,0.884,0.116,1415.041902,129.7815558,5.000878924,1.259014176,130
13000000.04,280,0.98,0.02,1517.621391,23.27629213,3.829072146,0.153250818,130
13000000.04,300,0.02,0.98,84.76506084,1120.684181,1.266588747,2.116819621,130
13000000.04,300,0.116,0.884,395.5599646,894.4160802,1.844992629,3.327512695,130
13000000.04,300,0.212,0.788,607.990235,735.6005231,3.116992097,3.780926591,130
13000000.04,300,0.308,0.692,768.5625409,611.4080578,1.542625839,3.701386287,130
13000000.04,300,0.404,0.596,895.6510242,512.2998459,2.063406721,2.79554575,130
13000000.04,300,0.5,0.5,1003.895758,422.2960853,1.820299217,2.795771269,130
13000000.04,300,0.596,0.404,1099.880201,342.7802727,2.345297003,1.997781526,130
13000000.04,300,0.692,0.308,1186.570496,264.4875294,2.449438866,0.870500546,130
13000000.04,300,0.788,0.212,1272.761527,186.6913425,2.638597764,1.929822957,130
13000000.04,300,0.884,0.116,1357.729972,104.2894627,1.379520516,1.591026571,130
13000000.04,300,0.98,0.02,1442.809281,18.46315531,3.616052448,0.274655773,130
13000000.04,320,0.02,0.98,78.41781591,1027.157942,0.517917728,1.857280421,130
13000000.04,320,0.116,0.884,372.5496823,818.4707666,1.841618952,1.922736998,130
13000000.04,320,0.212,0.788,580.4894321,667.3216666,2.192606714,2.648668348,130
13000000.04,320,0.308,0.692,739.2084323,548.9698604,2.043671524,2.919031331,130
13000000.04,320,0.404,0.596,867.7495843,451.1894874,2.988166508,3.116723779,130
13000000.04,320,0.5,0.5,975.1144956,365.8526363,1.945594545,3.195100547,130
13000000.04,320,0.596,0.404,1069.334465,290.264371,2.835961703,1.542683504,130
13000000.04,320,0.692,0.308,1153.370858,219.7215887,1.093742777,1.201719273,130
13000000.04,320,0.788,0.212,1231.580216,152.0976381,1.247940484,1.241111959,130
13000000.04,320,0.884,0.116,1307.497239,84.48258849,1.440112674,0.65186487,130
13000000.04,320,0.98,0.02,1382.182152,14.83225351,2.168242439,0.094760718,130
13000000.04,340,0.02,0.98,71.58530802,937.6567127,0.622013385,2.365544845,130
13000000.04,340,0.116,0.884,345.6724633,749.6085595,2.371125509,4.716393673,130
13000000.04,340,0.212,0.788,545.7614535,610.2737571,1.083722143,2.040971116,130
13000000.04,340,0.308,0.692,700.9419818,498.910245,1.81660705,1.033220127,130
13000000.04,340,0.404,0.596,828.475328,405.6482683,2.618873242,2.594098202,130
13000000.04,340,0.5,0.5,935.2733078,325.7687404,0.571786519,0.943730521,130
13000000.04,340,0.596,0.404,1027.949932,255.3174455,3.026736709,0.843928013,130
13000000.04,340,0.692,0.308,1110.685598,189.5272588,1.818261665,0.726005586,130
